user_id,content_id,age,gender,country,account_age_months,subscription_type,monthly_fee,payment_method,primary_device,devices_used,favorite_genre,avg_watch_time_minutes,watch_sessions_per_week,binge_watch_sessions,completion_rate,rating_given,content_interactions,recommendation_click_rate,days_since_last_login,churned,title,type,genre,language,country_production,release_year,duration_minutes,imdb_rating,popularity_score,total_views,avg_completion_rate,age_rating,engagement_score,churn_impact_score,age_group,watch_time_group,completion_group,sessions_group,churn_label
U113804,C17797,62,Other,France,51,Premium,12.99,PayPal,Smart TV,3,Comedy,87,13,4,94,4.8,25,32,38,No,Game Game,Series,Horror,Korean,Germany,2021,152,7.2,76.03,760629,0.36,16+,52.012,0.65,60+,60-120,Muy alto,Muy alto,Activo
U115828,C39360,28,Other,Canada,8,Premium,12.99,UPI,Tablet,3,Action,224,16,8,32,3.8,34,33,22,No,Game Life,Series,Drama,Japanese,France,2010,73,7.9,73.31,871310,0.33,PG-13,49.124,0.68,26-35,180+,Bajo,Muy alto,Activo
U119150,C30436,37,Male,Australia,20,Premium,7.99,Credit Card,Smart TV,1,Sci-Fi,197,18,2,90,1.8,36,59,8,No,Last Life,Series,Action,Japanese,South Korea,2013,71,4.0,37.21,9159966,0.77,18+,61.084,0.28,36-45,180+,Alto,Muy alto,Activo
U100353,C38499,35,Female,Brazil,46,Standard,12.99,Credit Card,Smart TV,2,Horror,175,1,12,52,2.1,43,12,34,No,Dark Last,Series,Romance,German,France,2016,102,6.7,80.06,1356204,0.35,PG,53.024,0.65,26-35,120-180,Medio,Bajo,Activo
U108422,C23942,32,Male,Japan,30,Basic,15.99,Credit Card,Smart TV,3,Romance,10,7,0,98,3.8,34,84,35,Yes,Secret Last,Movie,Horror,Korean,USA,2021,153,7.1,72.63,1342969,0.75,PG-13,74.05199999999999,0.28,26-35,<30,Muy alto,Alto,Inactivo
U125902,C8658,37,Male,France,12,Basic,12.99,PayPal,Mobile,3,Thriller,114,14,5,50,1.7,6,27,9,No,Dark Night,Series,Sci-Fi,Spanish,Japan,2023,104,6.8,18.35,3995276,0.4,PG-13,31.34,0.62,36-45,60-120,Bajo,Muy alto,Activo
U122824,C10886,59,Male,Germany,22,Standard,7.99,PayPal,Smart TV,3,Drama,15,9,4,63,1.8,48,89,23,No,Secret Night,Series,Documentary,Spanish,USA,2016,112,6.8,73.89,2422038,0.59,PG,64.956,0.51,46-60,<30,Medio,Alto,Activo
U135468,C29540,25,Female,UK,24,Standard,12.99,PayPal,Tablet,3,Thriller,254,8,9,54,2.9,26,85,14,No,Game Dark,Series,Drama,German,South Korea,2000,104,4.5,68.17,3747733,0.54,16+,59.668,0.53,18-25,180+,Medio,Alto,Activo
U126604,C23773,22,Male,UK,4,Premium,12.99,UPI,Tablet,3,Thriller,144,7,8,54,3.6,34,20,47,Yes,Secret Dark,Series,Thriller,Japanese,Germany,2007,119,9.5,48.22,9384479,0.68,16+,60.08799999999999,0.31,18-25,120-180,Medio,Alto,Inactivo
U114551,C46058,34,Female,Brazil,26,Basic,12.99,Debit Card,Tablet,1,Documentary,182,8,6,49,3.7,8,3,27,Yes,Game Life,Series,Sci-Fi,Japanese,Spain,2011,79,7.2,45.35,7085955,0.97,PG-13,76.34,0.08,26-35,180+,Bajo,Alto,Inactivo
U137627,C5245,58,Male,Japan,19,Basic,7.99,Debit Card,Mobile,2,Comedy,281,12,10,54,1.1,0,84,36,No,Game Dark,Movie,Sci-Fi,German,Japan,2007,173,8.0,68.51,1150813,0.67,16+,67.604,0.34,46-60,180+,Medio,Muy alto,Activo
U137468,C37343,36,Male,France,59,Premium,12.99,Debit Card,Mobile,2,Horror,247,19,10,75,1.2,40,9,51,No,Love Secret,Series,Romance,English,USA,1999,156,7.1,97.76,5327773,0.99,16+,98.504,0.0,36-45,180+,Medio,Muy alto,Activo
U106703,C41127,23,Female,USA,25,Standard,7.99,Credit Card,Smart TV,1,Sci-Fi,72,12,6,67,3.9,5,1,10,No,Last Life,Movie,Sci-Fi,German,South Korea,2011,97,9.1,2.75,6198555,0.7,PG-13,43.1,0.28,18-25,60-120,Medio,Muy alto,Activo
U136166,C24745,19,Female,USA,55,Premium,12.99,PayPal,Laptop,2,Sci-Fi,39,16,1,84,4.6,8,49,16,No,Game Night,Series,Comedy,Japanese,Japan,2015,100,7.3,79.52,8664977,0.94,18+,88.208,0.06,18-25,30-60,Alto,Muy alto,Activo
U126824,C34705,27,Male,USA,52,Standard,7.99,PayPal,Smart TV,1,Sci-Fi,285,17,4,37,1.2,14,4,27,Yes,Life Life,Movie,Comedy,English,France,2010,140,8.1,26.86,145403,0.51,16+,41.34399999999999,0.5,26-35,180+,Bajo,Muy alto,Inactivo
U125534,C14501,49,Male,Spain,9,Premium,12.99,Debit Card,Tablet,3,Comedy,54,16,13,82,3.6,12,52,17,No,Dark Last,Movie,Thriller,German,South Korea,2015,131,7.8,32.27,1795983,0.81,16+,61.508,0.21,46-60,30-60,Alto,Muy alto,Activo
U130361,C46534,24,Male,India,46,Standard,15.99,PayPal,Smart TV,3,Action,284,17,14,80,4.9,48,30,44,No,Night Last,Series,Documentary,Korean,Germany,2004,144,7.3,85.11,6749601,0.72,PG-13,77.244,0.31,18-25,180+,Alto,Muy alto,Activo
U121843,C45222,47,Other,Japan,27,Standard,12.99,PayPal,Laptop,3,Action,202,13,6,41,2.4,41,13,32,No,Game Life,Movie,Drama,Korean,France,2007,111,6.7,91.29,4828953,0.44,16+,62.916,0.69,46-60,180+,Bajo,Muy alto,Activo
U114681,C16958,39,Male,USA,54,Standard,12.99,Debit Card,Tablet,3,Action,58,19,4,58,5.0,4,52,2,No,Dark Game,Series,Romance,German,Germany,2004,156,6.1,53.5,5102228,0.69,16+,62.8,0.28,36-45,30-60,Medio,Muy alto,Activo
U107397,C7148,55,Male,USA,28,Premium,7.99,Debit Card,Smart TV,2,Action,156,3,4,58,4.8,5,20,3,Yes,Dark Game,Series,Documentary,English,Spain,1996,174,6.5,25.73,3806941,0.5,PG-13,40.292,0.52,46-60,120-180,Medio,Medio,Inactivo
U103085,C37900,57,Other,France,3,Basic,12.99,Debit Card,Laptop,2,Thriller,84,5,9,58,4.4,47,22,37,Yes,Secret Love,Series,Romance,French,Germany,2004,166,5.2,51.42,6887878,0.48,18+,49.36799999999999,0.58,46-60,60-120,Medio,Medio,Inactivo
U111358,C32033,53,Male,Brazil,43,Standard,12.99,Debit Card,Laptop,1,Drama,25,1,0,86,3.4,0,32,47,No,Dark Last,Movie,Comedy,English,France,2008,74,7.6,44.26,8964503,0.6,PG-13,53.704,0.38,46-60,<30,Alto,Bajo,Activo
U125885,C27517,45,Male,Brazil,42,Standard,7.99,Debit Card,Mobile,3,Documentary,297,10,6,74,4.3,44,90,58,No,Last Secret,Series,Horror,Korean,USA,2024,74,5.5,77.5,7848396,0.99,16+,90.4,0.0,36-45,180+,Medio,Alto,Activo
U131996,C39843,56,Female,Japan,17,Standard,15.99,Credit Card,Laptop,2,Drama,108,8,2,67,3.0,8,51,39,No,Life Love,Series,Action,German,South Korea,2007,131,6.2,31.91,5161993,0.89,PG,66.164,0.1,46-60,60-120,Medio,Alto,Activo
U119842,C31002,37,Female,Germany,8,Premium,15.99,Credit Card,Mobile,3,Documentary,93,6,7,61,2.7,19,93,38,No,Dark Night,Movie,Romance,Spanish,South Korea,2008,95,4.9,65.33,6222438,0.45,16+,53.13200000000001,0.54,36-45,60-120,Medio,Alto,Activo
U122608,C12122,58,Male,Germany,45,Premium,7.99,UPI,Mobile,3,Sci-Fi,167,5,3,36,4.5,42,98,9,Yes,Last Life,Movie,Drama,Japanese,Spain,2024,125,5.9,45.81,8719486,0.69,16+,59.724,0.32,46-60,120-180,Bajo,Medio,Inactivo
U102808,C41601,64,Male,Germany,45,Basic,7.99,PayPal,Smart TV,2,Documentary,107,1,2,78,1.1,11,51,27,No,World Secret,Movie,Drama,French,France,2004,120,5.8,47.06,5882561,0.75,PG,63.824,0.26,60+,60-120,Alto,Bajo,Activo
U146821,C37766,52,Other,USA,14,Premium,12.99,Debit Card,Mobile,2,Documentary,129,19,14,78,4.9,4,75,31,No,Life Night,Movie,Romance,English,Spain,2023,110,4.8,56.14,7220031,0.6,16+,58.456,0.47,46-60,120-180,Alto,Muy alto,Activo
U137537,C5711,40,Female,Brazil,33,Premium,7.99,PayPal,Mobile,2,Comedy,214,10,2,93,4.7,38,50,28,No,World Last,Series,Horror,Spanish,Spain,2023,94,8.0,60.04,564335,0.39,16+,47.416,0.55,36-45,180+,Muy alto,Alto,Activo
U137537,C5711,40,Female,Brazil,33,Premium,7.99,PayPal,Mobile,2,Comedy,214,10,2,93,4.7,38,50,28,No,World Last,Series,Horror,Spanish,Spain,2023,94,8.0,60.04,564335,0.39,16+,47.416,0.55,36-45,180+,Muy alto,Alto,Activo
U140031,C11113,47,Female,Australia,41,Basic,15.99,Debit Card,Laptop,3,Thriller,200,5,2,93,3.6,23,94,8,Yes,Last Secret,Movie,Action,German,USA,1997,118,4.2,84.66,1772781,0.35,16+,54.864,0.61,46-60,180+,Muy alto,Medio,Inactivo
U133803,C5488,58,Male,USA,36,Basic,12.99,Debit Card,Laptop,1,Romance,101,5,14,56,4.4,25,75,57,No,Last Game,Series,Comedy,Spanish,South Korea,2014,170,8.5,84.34,9597158,0.77,16+,79.936,0.31,46-60,60-120,Medio,Medio,Activo
U141966,C12779,48,Male,Brazil,50,Basic,15.99,Debit Card,Laptop,3,Documentary,165,9,9,54,2.1,1,45,41,No,Last World,Series,Action,Korean,South Korea,2004,171,5.5,98.82,8539941,0.38,PG-13,62.328,0.62,46-60,120-180,Medio,Alto,Activo
U145177,C47220,44,Other,Brazil,15,Standard,7.99,Credit Card,Tablet,2,Documentary,44,15,3,60,2.1,11,64,19,No,Game Night,Movie,Comedy,Korean,France,2001,160,6.4,28.32,1509793,0.95,18+,68.328,0.09,36-45,30-60,Medio,Muy alto,Activo
U125564,C14579,27,Other,India,23,Premium,7.99,Debit Card,Smart TV,1,Comedy,154,17,4,86,3.9,29,38,33,No,Love Game,Series,Horror,French,France,2016,159,7.7,27.87,3651401,0.48,16+,39.948,0.46,26-35,120-180,Alto,Muy alto,Activo
U100161,C46188,24,Female,Canada,8,Standard,7.99,UPI,Laptop,2,Documentary,204,13,1,81,1.0,32,82,48,Yes,Life Last,Movie,Drama,Korean,Spain,1995,73,5.8,32.13,1377705,0.75,18+,57.852,0.28,18-25,180+,Alto,Muy alto,Inactivo
U101413,C49903,18,Male,Canada,28,Standard,12.99,Debit Card,Smart TV,1,Comedy,69,6,3,92,4.6,22,51,50,No,Night World,Series,Sci-Fi,Korean,Germany,2009,76,6.0,12.73,4215521,0.66,16+,44.692,0.35,,60-120,Muy alto,Alto,Activo
U137052,C26859,46,Other,USA,19,Standard,7.99,Credit Card,Mobile,2,Comedy,100,9,10,82,4.2,29,76,54,No,Dark Secret,Movie,Sci-Fi,Japanese,Germany,2006,114,7.2,54.67,9906583,0.54,PG-13,54.268,0.42,46-60,60-120,Alto,Alto,Activo
U134908,C20752,23,Other,USA,35,Standard,7.99,Credit Card,Laptop,1,Horror,111,16,0,33,2.4,29,7,15,Yes,Love Night,Movie,Thriller,German,France,2017,105,5.9,62.77,6006396,0.91,16+,79.708,0.09,18-25,60-120,Bajo,Muy alto,Inactivo
U115619,C24047,26,Male,Brazil,7,Standard,7.99,Debit Card,Tablet,3,Romance,81,2,10,70,2.7,41,71,26,No,Last World,Series,Horror,English,South Korea,1998,175,6.3,50.04,7043944,0.39,16+,43.416,0.58,26-35,60-120,Medio,Bajo,Activo
U133667,C38337,58,Other,Canada,39,Premium,7.99,Credit Card,Laptop,1,Comedy,212,10,6,45,2.9,15,83,7,No,Love Secret,Series,Comedy,German,Japan,2013,123,6.7,55.61,2774890,0.87,16+,74.44399999999999,0.11,46-60,180+,Bajo,Alto,Activo
U100277,C38400,41,Male,Brazil,13,Basic,12.99,Credit Card,Laptop,3,Sci-Fi,66,13,6,84,3.9,46,28,21,Yes,Love Dark,Movie,Romance,Spanish,Germany,2017,90,5.0,74.93,7188396,0.72,PG-13,73.172,0.23,36-45,60-120,Alto,Muy alto,Inactivo
U125887,C37814,47,Female,Spain,46,Standard,15.99,UPI,Smart TV,2,Horror,289,5,13,47,3.7,1,51,33,No,Life Love,Series,Comedy,Japanese,USA,1998,149,7.5,77.56,3221121,0.37,PG,53.224,0.63,46-60,180+,Bajo,Medio,Activo
U105036,C6884,61,Other,Canada,17,Premium,12.99,PayPal,Laptop,3,Drama,84,5,5,53,3.7,33,1,10,No,Game Life,Movie,Thriller,Spanish,France,2009,166,7.7,59.94,4537184,0.45,16+,50.976,0.58,60+,60-120,Medio,Medio,Activo
U131198,C17336,43,Other,Spain,23,Premium,15.99,Credit Card,Laptop,2,Thriller,45,10,14,94,2.0,4,64,13,No,Love Love,Series,Horror,French,USA,2007,134,5.5,67.77,5654556,0.58,18+,61.908,0.38,36-45,30-60,Muy alto,Alto,Activo
U141987,C40526,36,Other,UK,1,Basic,7.99,Credit Card,Tablet,1,Horror,222,12,11,94,3.3,42,7,2,No,Love Game,Movie,Sci-Fi,English,USA,2007,76,5.6,17.91,2232275,0.7,18+,49.164,0.34,36-45,180+,Muy alto,Muy alto,Activo
U144587,C18951,38,Female,Australia,32,Basic,12.99,UPI,Smart TV,2,Romance,268,4,13,82,3.1,48,4,37,No,Love Night,Movie,Comedy,German,Japan,2015,120,6.2,70.93,4048326,0.38,PG-13,51.172,0.66,36-45,180+,Alto,Medio,Activo
U103224,C34691,41,Other,USA,52,Basic,7.99,PayPal,Laptop,2,Documentary,20,11,13,54,3.1,19,58,30,No,World Night,Movie,Documentary,Spanish,Japan,2023,78,6.8,44.2,9452141,0.68,PG,58.48,0.3,36-45,<30,Medio,Muy alto,Activo
U116833,C30168,46,Female,Spain,32,Standard,15.99,PayPal,Mobile,1,Drama,92,11,11,33,1.2,11,10,12,No,Life Last,Movie,Horror,Korean,Germany,2022,94,5.4,38.81,2998518,0.99,16+,74.924,0.0,46-60,60-120,Bajo,Muy alto,Activo
U106574,C20972,23,Male,Japan,10,Basic,12.99,Debit Card,Tablet,2,Drama,74,11,11,50,2.0,11,80,36,No,Game Night,Series,Comedy,Korean,USA,2004,107,6.7,58.55,2208173,0.45,PG-13,50.42,0.58,18-25,60-120,Bajo,Muy alto,Activo
U100010,C23559,28,Female,Brazil,23,Standard,12.99,Credit Card,Mobile,1,Sci-Fi,44,18,4,68,1.4,22,80,7,No,World Dark,Movie,Drama,German,France,2002,123,6.8,26.53,3740383,0.97,PG,68.812,0.05,26-35,30-60,Medio,Muy alto,Activo
U113686,C11148,28,Male,Japan,43,Standard,15.99,PayPal,Laptop,2,Sci-Fi,37,2,5,69,1.4,47,83,39,No,Game Life,Series,Documentary,German,Germany,2012,75,6.9,29.81,3093541,1.0,16+,71.924,0.0,26-35,30-60,Medio,Bajo,Activo
U129465,C25446,64,Male,USA,53,Basic,12.99,UPI,Smart TV,1,Horror,136,11,0,78,4.4,44,90,39,No,World Game,Series,Comedy,German,Spain,2012,125,7.4,35.12,5899879,0.65,PG,53.048,0.27,60+,120-180,Alto,Muy alto,Activo
U145102,C45025,62,Other,UK,31,Standard,15.99,Credit Card,Tablet,2,Sci-Fi,48,17,1,43,1.9,43,14,54,No,Last World,Movie,Action,Japanese,France,2010,76,3.9,72.45,2867620,0.73,PG,72.78,0.26,60+,30-60,Bajo,Muy alto,Activo
U108386,C47818,52,Female,Canada,16,Basic,7.99,PayPal,Laptop,1,Action,117,15,5,41,1.0,3,37,46,No,Last Game,Series,Romance,Japanese,Japan,2013,97,7.0,1.4,8926255,0.67,16+,40.76,0.36,46-60,60-120,Bajo,Muy alto,Activo
U149719,C4935,36,Female,Canada,53,Standard,12.99,Credit Card,Laptop,3,Horror,166,3,5,64,4.9,30,12,9,No,Life Game,Movie,Romance,Japanese,South Korea,2007,103,4.4,1.13,8594092,0.67,16+,40.65199999999999,0.32,36-45,120-180,Medio,Medio,Activo
U120012,C44914,63,Other,USA,19,Standard,12.99,Debit Card,Tablet,1,Comedy,158,6,11,30,1.1,29,38,21,No,Life World,Series,Documentary,Japanese,Germany,2001,122,6.2,43.67,5733767,0.68,18+,58.268,0.34,60+,120-180,Bajo,Alto,Activo
U149267,C17830,59,Other,France,36,Premium,15.99,UPI,Tablet,2,Sci-Fi,238,13,11,90,4.0,37,44,57,No,Last Secret,Movie,Sci-Fi,Korean,Japan,2013,115,5.2,8.6,9628928,0.62,PG,40.63999999999999,0.4,46-60,180+,Alto,Muy alto,Activo
U148092,C16822,21,Male,USA,7,Standard,7.99,PayPal,Mobile,2,Sci-Fi,18,8,9,55,4.8,45,29,9,No,Last World,Movie,Sci-Fi,German,Germany,2006,87,7.1,86.75,7859269,0.6,16+,70.7,0.36,18-25,<30,Medio,Alto,Activo
U149612,C48678,34,Other,UK,18,Premium,7.99,PayPal,Mobile,2,Thriller,37,2,4,79,3.0,42,50,53,No,Secret Last,Movie,Romance,Japanese,France,2004,160,7.2,16.58,3931892,0.44,PG-13,33.032,0.61,26-35,30-60,Alto,Bajo,Activo
U145804,C33358,38,Other,India,50,Standard,12.99,UPI,Mobile,1,Romance,51,4,11,36,3.7,1,85,50,No,Last Secret,Series,Documentary,English,USA,2005,137,8.5,11.67,5964824,0.7,16+,46.668,0.36,36-45,30-60,Bajo,Medio,Activo
U120237,C13573,53,Male,Germany,22,Premium,7.99,Credit Card,Tablet,3,Romance,298,5,0,80,4.9,34,47,39,No,Love Dark,Movie,Action,Japanese,Spain,2005,156,9.3,90.81,9678326,0.35,18+,57.32400000000001,0.63,46-60,180+,Alto,Medio,Activo
U100702,C4950,50,Male,USA,20,Premium,7.99,PayPal,Mobile,3,Horror,250,6,14,83,4.3,48,3,32,No,Dark Game,Movie,Thriller,English,Spain,2005,71,4.6,23.61,9948484,0.5,16+,39.444,0.53,46-60,180+,Alto,Alto,Activo
U125867,C47473,42,Male,Canada,49,Basic,15.99,Debit Card,Laptop,3,Romance,44,9,0,51,1.1,48,56,51,No,Night Secret,Series,Romance,Japanese,Japan,2018,136,6.2,65.58,3915853,0.82,PG,75.43199999999999,0.13,36-45,30-60,Medio,Alto,Activo
U119949,C21882,64,Female,India,8,Premium,15.99,Debit Card,Tablet,2,Drama,99,4,5,79,3.5,11,0,19,No,Night Night,Series,Thriller,Japanese,South Korea,2014,130,4.2,84.79,6056269,0.68,PG-13,74.71600000000001,0.26,60+,60-120,Alto,Medio,Activo
U139152,C33122,23,Other,India,48,Premium,12.99,Credit Card,Laptop,2,Action,33,10,7,89,4.8,2,6,26,Yes,Life Game,Movie,Horror,Japanese,Spain,2009,150,4.7,8.45,3793858,0.77,16+,49.58,0.2,18-25,30-60,Alto,Alto,Inactivo
U144349,C4212,27,Female,Spain,1,Standard,7.99,PayPal,Smart TV,1,Sci-Fi,92,12,6,76,2.3,25,44,18,No,Dark Night,Movie,Thriller,French,Germany,2015,90,6.1,24.96,7630578,0.93,18+,65.78399999999999,0.04,26-35,60-120,Alto,Muy alto,Activo
U119302,C48378,20,Female,Japan,55,Standard,7.99,Credit Card,Laptop,2,Sci-Fi,81,4,0,50,4.2,8,90,6,No,Love Secret,Series,Thriller,Japanese,Germany,1997,90,5.6,80.17,6624814,0.58,18+,66.868,0.48,18-25,60-120,Bajo,Medio,Activo
U119397,C14538,25,Male,Spain,46,Standard,15.99,Debit Card,Tablet,3,Documentary,60,9,9,30,2.3,41,47,29,No,Secret Last,Series,Action,Korean,South Korea,2020,134,5.4,7.13,8846846,0.57,PG,37.05199999999999,0.45,18-25,30-60,Bajo,Alto,Activo
U115458,C44457,45,Female,India,12,Standard,7.99,UPI,Smart TV,3,Action,95,1,5,39,2.4,37,32,30,No,Secret Love,Series,Sci-Fi,German,Germany,2019,112,6.4,12.97,5861161,0.32,18+,24.388,0.62,36-45,60-120,Bajo,Bajo,Activo
U123495,C12447,45,Female,Canada,12,Standard,12.99,UPI,Smart TV,3,Comedy,182,9,9,63,4.9,26,47,13,Yes,Night Game,Movie,Action,Spanish,Japan,2007,126,8.1,95.11,4497429,0.79,18+,85.444,0.27,36-45,180+,Medio,Alto,Inactivo
U102617,C7718,40,Male,UK,9,Standard,15.99,PayPal,Tablet,2,Comedy,275,13,14,32,3.7,26,59,41,No,Life Love,Series,Horror,French,Spain,2023,154,7.9,89.52,8349010,0.93,PG-13,91.608,0.07,36-45,180+,Bajo,Muy alto,Activo
U139446,C22964,23,Male,Canada,34,Premium,12.99,UPI,Smart TV,2,Romance,149,6,3,95,3.5,35,35,19,No,Secret Life,Movie,Action,Spanish,France,2013,140,6.8,50.98,8563458,0.97,16+,78.592,0.07,18-25,120-180,Muy alto,Alto,Activo
U133937,C47830,51,Female,UK,14,Basic,12.99,PayPal,Tablet,2,Drama,62,19,11,62,2.3,36,78,56,No,Dark Night,Movie,Horror,French,USA,2005,121,5.9,70.85,5422718,0.55,PG-13,61.34,0.54,46-60,60-120,Medio,Muy alto,Activo
U102683,C12384,30,Other,India,56,Basic,12.99,Debit Card,Mobile,1,Romance,287,3,1,55,2.0,39,3,51,No,Secret Life,Series,Documentary,Japanese,Japan,2007,88,7.4,20.37,7876720,0.5,18+,38.148,0.52,26-35,180+,Medio,Medio,Activo
U129789,C40955,36,Female,UK,51,Premium,12.99,Debit Card,Mobile,1,Sci-Fi,75,2,14,93,3.2,40,97,11,No,Night Secret,Movie,Thriller,English,Japan,2001,87,6.7,41.54,644532,0.37,18+,38.816,0.68,36-45,60-120,Muy alto,Bajo,Activo
U149014,C42635,18,Female,Canada,38,Standard,15.99,PayPal,Mobile,1,Thriller,207,1,10,63,4.6,14,11,41,Yes,Last Dark,Series,Documentary,English,Japan,2019,171,7.5,87.69,1270457,0.4,16+,59.076,0.6,,180+,Medio,Bajo,Inactivo
U124886,C38932,24,Other,Spain,26,Basic,7.99,PayPal,Laptop,1,Drama,52,19,14,93,3.4,9,19,45,No,Life Last,Movie,Horror,English,Spain,2024,122,6.8,10.28,3872000,0.96,PG-13,61.712,0.07,18-25,30-60,Muy alto,Muy alto,Activo
U137450,C23996,23,Male,Japan,18,Premium,7.99,Credit Card,Smart TV,3,Thriller,30,8,14,63,3.4,48,25,52,No,Love Love,Movie,Horror,Japanese,USA,2010,119,5.6,28.26,2066101,0.92,18+,66.50399999999999,0.08,18-25,<30,Medio,Alto,Activo
U117629,C13605,39,Male,Brazil,19,Premium,7.99,UPI,Smart TV,1,Drama,62,10,4,30,4.5,13,36,9,No,Last Night,Movie,Sci-Fi,Japanese,Germany,1996,71,8.6,18.25,5409575,0.34,18+,27.7,0.67,36-45,60-120,Bajo,Alto,Activo
U141972,C17459,28,Other,France,38,Basic,15.99,UPI,Mobile,1,Sci-Fi,39,7,9,43,2.4,23,84,51,Yes,World Game,Series,Horror,French,Spain,2024,115,6.5,12.93,5735167,0.82,PG-13,54.372,0.08,26-35,30-60,Bajo,Alto,Inactivo
U120597,C5812,18,Female,Spain,29,Premium,7.99,Debit Card,Laptop,1,Thriller,77,3,7,62,1.6,4,96,52,Yes,Dark Last,Movie,Romance,French,Japan,2001,162,6.4,13.96,7698874,0.47,PG-13,33.784,0.43,,60-120,Medio,Medio,Inactivo
U106406,C8054,51,Female,India,53,Premium,15.99,Debit Card,Tablet,1,Romance,247,16,10,90,4.8,7,78,14,No,Secret World,Movie,Drama,German,Germany,2014,104,6.1,95.18,3980926,0.51,PG-13,68.672,0.52,46-60,180+,Alto,Muy alto,Activo
U134296,C33695,33,Male,Japan,50,Basic,12.99,PayPal,Laptop,1,Action,235,18,7,91,2.4,35,13,28,No,World Dark,Series,Documentary,German,France,2004,136,7.0,29.06,5014100,0.95,PG,68.624,0.04,26-35,180+,Muy alto,Muy alto,Activo
U121181,C46885,64,Female,India,31,Premium,7.99,UPI,Tablet,2,Thriller,50,12,5,54,3.7,30,25,47,Yes,World Love,Series,Sci-Fi,French,Japan,1997,102,7.4,15.3,8581287,0.92,PG-13,61.31999999999999,0.13,60+,30-60,Medio,Muy alto,Inactivo
U130010,C33940,39,Other,UK,1,Premium,12.99,UPI,Mobile,3,Sci-Fi,92,19,11,84,4.9,15,73,28,No,Secret Last,Movie,Romance,French,South Korea,1995,151,7.0,28.82,74652,0.73,PG-13,55.328,0.26,36-45,60-120,Alto,Muy alto,Activo
U115182,C26267,55,Female,Brazil,14,Standard,12.99,Debit Card,Mobile,2,Comedy,114,7,1,92,1.5,6,2,25,Yes,Night World,Series,Sci-Fi,Korean,South Korea,2007,144,8.8,44.51,3621891,0.84,16+,68.204,0.17,46-60,60-120,Muy alto,Alto,Inactivo
U138172,C21388,32,Female,UK,9,Basic,7.99,UPI,Mobile,2,Horror,75,3,8,64,1.0,27,37,47,No,Last Life,Movie,Drama,Spanish,Spain,2002,142,6.7,22.89,8863920,0.36,16+,30.756,0.65,26-35,60-120,Medio,Medio,Activo
U123543,C26190,36,Female,Australia,55,Basic,15.99,Credit Card,Tablet,1,Sci-Fi,275,14,11,39,2.7,49,6,52,No,Game Life,Series,Comedy,Korean,Spain,2006,163,7.3,58.05,4449162,0.77,16+,69.41999999999999,0.24,36-45,180+,Bajo,Muy alto,Activo
U114678,C40099,40,Male,Japan,41,Basic,15.99,Debit Card,Tablet,1,Action,49,18,2,71,2.6,26,49,25,No,Love Dark,Series,Drama,Korean,Germany,2009,122,4.3,46.24,1526403,0.75,PG,63.496,0.28,36-45,30-60,Medio,Muy alto,Activo
U144332,C49929,57,Female,India,51,Basic,7.99,Credit Card,Laptop,2,Horror,57,10,10,93,4.0,28,87,56,Yes,Last Game,Movie,Documentary,English,Spain,2014,139,6.1,98.4,7215021,0.53,PG,71.16,0.41,46-60,30-60,Muy alto,Alto,Inactivo
U132018,C27882,36,Other,India,7,Premium,7.99,UPI,Smart TV,2,Action,107,11,0,51,2.7,2,91,3,No,Love Last,Movie,Drama,English,Germany,2000,79,6.5,65.62,3545251,0.9,PG-13,80.248,0.08,36-45,60-120,Medio,Muy alto,Activo
U126240,C12016,57,Male,France,24,Premium,15.99,Debit Card,Laptop,3,Horror,246,7,11,62,4.3,20,64,36,Yes,World Secret,Movie,Thriller,Spanish,Germany,2006,71,7.4,48.07,6720156,0.37,16+,41.428,0.64,46-60,180+,Medio,Alto,Inactivo
U129939,C19352,35,Other,USA,22,Basic,7.99,UPI,Tablet,3,Thriller,249,17,13,48,1.2,46,25,22,No,Game Game,Series,Thriller,French,Japan,2004,144,7.4,35.84,3094661,0.95,PG,71.336,0.0,26-35,180+,Bajo,Muy alto,Activo
U146042,C19914,20,Female,India,42,Premium,7.99,PayPal,Smart TV,3,Horror,191,7,9,30,1.3,14,26,30,No,Love Life,Series,Action,English,Spain,2008,103,8.4,20.83,3410013,0.41,18+,32.932,0.6,18-25,180+,Bajo,Alto,Activo
U145643,C33183,18,Female,Germany,22,Standard,15.99,UPI,Tablet,2,Action,63,13,13,54,2.9,1,69,53,Yes,Love Secret,Movie,Documentary,French,USA,2015,83,8.9,23.56,7916811,0.64,18+,47.824,0.39,,60-120,Medio,Muy alto,Inactivo
U114123,C38679,40,Female,Germany,21,Premium,15.99,UPI,Tablet,2,Romance,20,11,10,86,1.4,33,19,54,No,World Night,Series,Comedy,German,Japan,1995,160,5.6,49.33,3166584,0.89,18+,73.132,0.15,36-45,<30,Alto,Muy alto,Activo
U103068,C3054,64,Other,USA,6,Standard,15.99,UPI,Mobile,1,Sci-Fi,120,7,11,40,4.3,21,35,17,No,Life Love,Movie,Drama,German,France,2010,168,5.1,46.07,2619509,0.49,PG,47.828,0.49,60+,60-120,Bajo,Alto,Activo
