user_id,age,gender,country,account_age_months,subscription_type,monthly_fee,payment_method,primary_device,devices_used,favorite_genre,avg_watch_time_minutes,watch_sessions_per_week,binge_watch_sessions,completion_rate,rating_given,content_interactions,recommendation_click_rate,days_since_last_login,churned
U121954,31,Male,USA,2,Basic,12.99,UPI,Smart TV,1,Comedy,155,4,10,76,1.5,27,68,48,Yes
U121955,49,Female,Japan,9,Basic,15.99,Debit Card,Smart TV,2,Action,120,16,14,99,4.4,6,74,31,Yes
U121956,20,Male,France,34,Standard,15.99,Debit Card,Tablet,1,Comedy,84,18,2,93,4.0,42,59,8,No
U121957,44,Male,UK,59,Standard,12.99,Credit Card,Laptop,1,Drama,84,9,9,38,1.3,40,50,32,No
U121958,36,Male,UK,16,Standard,7.99,PayPal,Mobile,1,Action,250,7,8,98,3.5,38,41,57,No
U121959,39,Male,Canada,32,Premium,7.99,UPI,Laptop,1,Drama,230,2,9,74,2.9,0,73,27,No
U121960,18,Other,Germany,47,Premium,12.99,PayPal,Tablet,1,Action,49,3,2,59,3.8,26,95,15,No
U121961,22,Other,Japan,8,Premium,7.99,UPI,Smart TV,2,Romance,35,6,6,60,3.7,24,17,45,Yes
U121962,50,Other,France,23,Premium,7.99,Debit Card,Mobile,2,Comedy,11,2,5,48,2.2,49,3,28,No
U121963,36,Female,Germany,45,Premium,12.99,Credit Card,Tablet,1,Horror,38,18,4,45,4.9,40,30,44,No
U121964,53,Male,France,29,Basic,12.99,Credit Card,Mobile,3,Comedy,109,6,9,54,2.8,5,15,46,No
U121965,23,Male,France,48,Basic,15.99,Debit Card,Mobile,2,Romance,205,2,3,72,1.7,41,82,24,No
U121966,32,Female,Japan,39,Premium,15.99,Credit Card,Laptop,2,Romance,76,14,8,82,3.8,45,85,36,No
U121967,53,Other,Spain,19,Standard,15.99,UPI,Mobile,3,Action,210,16,0,86,1.6,11,73,32,No
U121968,50,Male,Brazil,51,Premium,15.99,PayPal,Smart TV,3,Comedy,277,14,14,68,2.6,4,47,41,No
U121969,41,Female,Brazil,15,Standard,12.99,UPI,Smart TV,2,Horror,74,19,0,80,2.0,34,46,4,No
U121970,44,Other,Canada,12,Basic,7.99,PayPal,Mobile,1,Romance,226,14,3,96,4.8,32,50,21,No
U121971,28,Female,Germany,20,Standard,7.99,Debit Card,Smart TV,1,Horror,47,19,7,65,2.7,34,34,8,No
U121972,40,Female,Brazil,55,Basic,7.99,PayPal,Smart TV,1,Romance,120,8,1,38,3.5,46,74,36,No
U121973,50,Male,Australia,4,Premium,7.99,Debit Card,Mobile,2,Documentary,179,12,0,83,1.3,38,38,34,No
U121974,58,Other,France,32,Basic,7.99,UPI,Tablet,3,Comedy,164,11,6,38,4.5,20,48,20,No
U121975,63,Other,Australia,20,Basic,15.99,PayPal,Laptop,2,Action,289,9,9,99,4.0,1,70,20,Yes
U121976,64,Male,Japan,26,Premium,7.99,Debit Card,Smart TV,3,Action,269,4,10,49,2.4,38,28,16,No
U121977,46,Other,USA,49,Standard,15.99,Credit Card,Mobile,1,Thriller,63,11,13,52,2.2,19,98,33,No
U121978,48,Female,Canada,38,Standard,12.99,Debit Card,Mobile,2,Romance,56,10,9,98,2.2,1,13,51,No
U121979,18,Female,Japan,21,Premium,15.99,Debit Card,Mobile,1,Romance,189,16,0,69,4.7,30,65,54,No
U121980,51,Female,Germany,8,Standard,7.99,UPI,Smart TV,2,Action,33,12,7,86,3.8,45,34,52,No
U121981,35,Male,Canada,34,Standard,15.99,Debit Card,Mobile,2,Documentary,12,5,10,79,1.6,8,25,34,No
U121982,35,Other,Japan,7,Basic,7.99,Credit Card,Smart TV,3,Drama,113,13,6,68,2.9,28,64,38,No
U121983,23,Male,India,36,Basic,12.99,Credit Card,Tablet,2,Horror,241,4,3,71,3.4,27,58,7,No
U121984,57,Male,India,7,Premium,15.99,Credit Card,Smart TV,2,Romance,298,8,10,49,4.9,8,95,19,No
U121985,18,Male,Australia,9,Standard,12.99,UPI,Laptop,3,Romance,268,17,6,64,3.5,17,16,10,No
U121986,64,Male,Australia,1,Basic,15.99,PayPal,Smart TV,3,Romance,138,1,6,76,1.8,40,44,39,No
U121987,59,Other,Germany,11,Premium,12.99,Credit Card,Mobile,3,Horror,272,13,8,45,3.6,19,78,48,No
U121988,47,Female,France,18,Premium,15.99,Credit Card,Laptop,1,Action,40,17,8,51,2.2,38,35,28,Yes
U121989,21,Female,Germany,7,Premium,12.99,UPI,Mobile,3,Comedy,29,12,13,39,1.0,1,99,19,No
U121990,49,Female,Australia,2,Basic,7.99,PayPal,Tablet,3,Thriller,298,7,13,95,2.3,9,70,22,No
U121991,27,Other,France,5,Standard,7.99,Credit Card,Tablet,1,Comedy,78,19,9,93,4.0,44,13,54,No
U121992,60,Other,France,48,Standard,7.99,Debit Card,Mobile,1,Thriller,30,7,7,57,3.4,13,29,59,No
U121993,22,Other,Brazil,31,Standard,15.99,PayPal,Tablet,2,Drama,18,2,11,43,1.5,15,59,9,No
U121994,26,Female,India,40,Standard,15.99,UPI,Smart TV,1,Romance,33,14,11,42,3.7,26,19,19,No
U121995,22,Other,Japan,28,Basic,12.99,UPI,Mobile,1,Action,68,18,3,71,2.6,6,74,0,No
U121996,28,Female,UK,20,Standard,15.99,Credit Card,Laptop,3,Horror,268,19,7,33,1.3,0,47,32,No
U121997,52,Female,Japan,36,Basic,7.99,Credit Card,Laptop,1,Romance,30,13,6,87,3.3,11,54,6,No
U121998,44,Male,Spain,6,Premium,12.99,Credit Card,Laptop,1,Drama,295,11,3,89,3.2,0,97,56,Yes
U121999,21,Other,Germany,2,Standard,15.99,PayPal,Smart TV,3,Horror,257,2,7,50,1.8,32,91,31,No
U122000,27,Male,USA,47,Basic,12.99,Debit Card,Laptop,1,Comedy,126,14,6,46,2.0,27,0,24,No
U122001,56,Other,Spain,6,Standard,12.99,Debit Card,Tablet,1,Sci-Fi,129,10,2,65,2.4,39,31,26,No
U122002,50,Other,Canada,15,Basic,12.99,PayPal,Mobile,2,Romance,290,15,4,88,3.1,41,96,15,No
U122003,55,Male,France,2,Basic,12.99,Credit Card,Smart TV,1,Horror,114,12,9,88,2.4,17,59,53,No
U122004,25,Other,UK,38,Standard,12.99,Credit Card,Smart TV,3,Action,140,7,12,95,3.9,5,71,25,No
U122005,41,Other,France,47,Basic,12.99,Debit Card,Smart TV,2,Romance,283,13,0,64,4.8,35,53,56,Yes
U122006,56,Other,USA,33,Basic,7.99,Debit Card,Smart TV,3,Drama,25,12,9,33,3.3,30,49,16,No
U122007,50,Female,Spain,32,Standard,12.99,UPI,Mobile,1,Horror,247,16,4,62,2.7,22,90,23,No
U122008,58,Female,Spain,36,Standard,7.99,Credit Card,Laptop,1,Romance,17,19,12,74,2.5,24,91,7,No
U122009,60,Other,Japan,4,Basic,12.99,Debit Card,Smart TV,1,Action,242,8,1,70,4.8,1,73,49,No
U122010,36,Male,Japan,3,Basic,15.99,PayPal,Smart TV,2,Sci-Fi,17,8,14,47,4.2,30,9,39,Yes
U122011,19,Female,Canada,17,Premium,15.99,Credit Card,Laptop,3,Action,287,7,10,76,3.5,45,94,52,No
U122012,28,Female,India,52,Premium,15.99,Debit Card,Mobile,1,Comedy,79,5,1,93,2.0,27,65,26,No
U122013,52,Other,Australia,15,Basic,15.99,UPI,Tablet,3,Drama,210,1,5,79,4.1,31,26,25,No
U122014,34,Female,Brazil,53,Basic,15.99,PayPal,Laptop,1,Horror,244,14,3,75,2.6,46,25,58,No
U122015,59,Male,USA,39,Premium,7.99,Credit Card,Tablet,3,Thriller,21,11,10,49,2.3,43,39,49,No
U122016,20,Male,France,12,Premium,7.99,PayPal,Tablet,3,Horror,283,11,9,73,3.6,37,0,15,No
U122017,39,Male,Spain,7,Basic,7.99,Debit Card,Smart TV,2,Horror,11,4,5,62,1.8,17,29,41,Yes
U122018,52,Male,Germany,2,Standard,12.99,UPI,Mobile,1,Action,287,8,11,85,4.2,13,5,54,No
U122019,38,Female,India,4,Basic,12.99,UPI,Laptop,2,Comedy,61,13,0,55,2.7,45,23,33,No
U122020,42,Female,Germany,37,Standard,7.99,PayPal,Mobile,1,Drama,152,10,4,66,4.0,5,81,12,No
U122021,56,Male,France,24,Basic,7.99,Credit Card,Smart TV,2,Action,16,10,5,93,2.2,3,98,33,No
U122022,19,Female,Spain,19,Basic,15.99,Debit Card,Laptop,1,Action,118,11,14,92,4.7,14,44,46,No
U122023,18,Other,France,47,Basic,15.99,UPI,Tablet,3,Horror,225,17,12,78,3.7,46,96,59,No
U122024,24,Other,India,56,Basic,15.99,Credit Card,Mobile,3,Drama,285,4,8,40,4.2,43,85,42,No
U122025,37,Other,USA,2,Premium,12.99,UPI,Mobile,1,Horror,231,2,14,60,3.3,41,68,30,No
U122026,60,Other,Canada,55,Standard,12.99,PayPal,Smart TV,1,Romance,89,18,13,96,4.4,12,79,48,No
U122027,23,Other,Canada,32,Premium,7.99,Credit Card,Laptop,3,Action,30,6,2,70,1.4,34,64,14,No
U122028,53,Male,Japan,33,Basic,15.99,Debit Card,Laptop,1,Action,179,15,1,80,3.5,7,43,3,No
U122029,38,Female,USA,28,Basic,7.99,PayPal,Tablet,1,Comedy,289,13,0,43,2.6,22,84,57,No
U122030,63,Male,Spain,43,Premium,12.99,Credit Card,Mobile,1,Comedy,224,2,0,58,4.4,15,46,15,Yes
U122031,52,Male,USA,59,Basic,7.99,Debit Card,Tablet,2,Comedy,200,4,8,47,3.7,5,70,47,No
U122032,53,Male,Australia,37,Standard,7.99,UPI,Laptop,2,Documentary,289,15,6,69,4.5,37,3,17,No
U122033,25,Female,Germany,2,Premium,15.99,Credit Card,Tablet,2,Romance,23,1,2,37,1.6,32,26,50,No
U122034,21,Other,Japan,22,Premium,12.99,UPI,Tablet,3,Sci-Fi,101,6,9,67,4.5,42,52,42,Yes
U122035,60,Male,France,14,Premium,7.99,Debit Card,Mobile,2,Sci-Fi,201,1,0,37,2.3,26,8,22,No
U122036,33,Female,Spain,47,Premium,7.99,PayPal,Tablet,3,Action,203,10,10,95,4.9,39,15,4,No
U122037,20,Male,UK,18,Basic,7.99,UPI,Tablet,2,Sci-Fi,220,4,4,42,2.4,29,2,22,No
U122038,24,Female,USA,34,Standard,7.99,Credit Card,Smart TV,2,Romance,28,5,4,83,2.2,1,77,51,No
U122039,19,Male,Spain,34,Premium,12.99,Credit Card,Mobile,3,Horror,153,14,6,95,2.9,12,60,7,No
U122040,18,Other,France,36,Basic,12.99,Debit Card,Smart TV,1,Action,53,16,0,84,4.2,15,53,40,No
U122041,18,Female,UK,51,Standard,15.99,PayPal,Tablet,3,Horror,108,1,12,90,2.2,44,71,0,Yes
U122042,55,Male,Canada,11,Premium,12.99,Debit Card,Mobile,1,Horror,253,18,7,83,2.5,46,68,32,No
U122043,24,Other,UK,41,Standard,7.99,Debit Card,Smart TV,3,Documentary,196,8,9,68,1.7,25,69,26,Yes
U122044,41,Other,Brazil,40,Standard,15.99,Credit Card,Mobile,1,Comedy,102,16,14,74,2.1,8,27,56,No
U122045,22,Female,Japan,55,Premium,7.99,UPI,Smart TV,1,Drama,285,11,2,65,2.4,11,49,39,No
U122046,38,Other,Germany,52,Standard,7.99,UPI,Tablet,3,Comedy,250,7,3,55,2.8,2,0,51,No
U122047,45,Female,France,36,Premium,15.99,PayPal,Laptop,1,Horror,194,16,0,87,2.7,1,87,3,No
U122048,35,Female,Germany,16,Standard,15.99,PayPal,Smart TV,3,Romance,108,1,6,46,2.2,17,91,37,No
U122049,41,Other,UK,25,Premium,12.99,Credit Card,Smart TV,3,Action,89,11,4,69,2.5,11,17,28,No
U122050,49,Other,UK,41,Standard,7.99,UPI,Mobile,3,Action,122,18,4,78,2.9,15,25,59,No
U122051,62,Female,Canada,56,Standard,15.99,Debit Card,Smart TV,1,Drama,200,1,7,94,3.1,11,60,21,Yes
U122052,50,Other,Germany,32,Standard,7.99,PayPal,Tablet,2,Drama,42,11,6,54,1.5,5,78,21,No
U122053,27,Female,Brazil,30,Basic,15.99,PayPal,Mobile,2,Comedy,30,15,3,38,1.9,15,97,46,No
U122054,26,Other,Japan,42,Premium,12.99,UPI,Tablet,3,Horror,254,19,6,83,2.6,41,14,18,No
U122055,50,Female,Germany,22,Standard,7.99,PayPal,Laptop,2,Sci-Fi,250,10,10,87,2.4,39,83,6,No
U122056,50,Other,India,28,Basic,7.99,Credit Card,Laptop,3,Romance,289,12,10,53,4.6,23,33,48,No
U122057,24,Other,Japan,37,Basic,7.99,Debit Card,Mobile,2,Romance,232,12,3,73,1.5,23,42,59,No
U122058,21,Male,Germany,44,Premium,7.99,PayPal,Mobile,3,Action,63,10,3,71,2.9,2,92,39,Yes
U122059,45,Male,France,39,Basic,7.99,UPI,Smart TV,3,Documentary,290,9,12,77,2.9,40,95,22,No
U122060,40,Female,Japan,22,Basic,15.99,Credit Card,Mobile,3,Sci-Fi,13,9,5,90,4.1,42,13,40,No
U122061,49,Male,Canada,8,Basic,12.99,PayPal,Smart TV,3,Documentary,90,13,6,97,3.3,45,37,10,No
U122062,61,Male,UK,7,Basic,7.99,Debit Card,Smart TV,1,Romance,294,13,2,52,2.6,29,65,38,Yes
U122063,33,Female,Canada,47,Standard,15.99,UPI,Tablet,3,Documentary,197,7,12,65,2.3,12,33,20,No
U122064,63,Other,Australia,10,Premium,7.99,PayPal,Mobile,1,Documentary,217,3,13,53,4.7,23,15,25,No
U122065,27,Other,Brazil,44,Premium,7.99,PayPal,Mobile,3,Comedy,157,12,4,39,3.2,47,84,40,Yes
U122066,31,Female,Brazil,40,Standard,12.99,Credit Card,Laptop,1,Romance,261,4,12,39,3.7,41,40,59,No
U122067,56,Male,USA,34,Standard,12.99,UPI,Smart TV,2,Thriller,297,11,14,77,1.2,18,88,40,No
U122068,53,Other,India,7,Basic,12.99,Credit Card,Laptop,1,Documentary,184,5,14,78,2.5,46,45,42,Yes
U122069,51,Male,UK,24,Standard,7.99,Debit Card,Smart TV,3,Drama,27,11,11,36,1.9,23,83,12,No
U122070,41,Female,USA,12,Premium,12.99,Debit Card,Mobile,1,Sci-Fi,234,18,4,33,1.4,25,26,10,No
U122071,35,Male,Japan,47,Premium,12.99,UPI,Smart TV,2,Horror,95,14,9,97,4.7,11,58,29,No
U122072,33,Female,Japan,2,Standard,12.99,Debit Card,Mobile,3,Documentary,272,5,7,83,4.5,32,62,48,No
U122073,58,Female,Germany,8,Standard,7.99,PayPal,Mobile,3,Romance,142,13,5,73,2.9,48,2,0,Yes
U122074,54,Other,Canada,41,Basic,12.99,Debit Card,Laptop,3,Action,110,11,2,72,2.3,2,93,8,No
U122075,58,Female,UK,18,Premium,7.99,UPI,Smart TV,3,Documentary,269,4,11,82,4.7,27,78,32,No
U122076,42,Other,Japan,31,Premium,7.99,PayPal,Mobile,2,Drama,131,19,11,69,2.6,23,81,5,No
U122077,25,Female,India,43,Basic,12.99,PayPal,Mobile,2,Action,20,19,0,88,4.5,37,94,37,Yes
U122078,41,Other,Australia,20,Basic,12.99,PayPal,Tablet,1,Documentary,237,12,13,84,2.5,3,6,21,Yes
U122079,37,Male,Brazil,20,Basic,12.99,UPI,Smart TV,2,Sci-Fi,25,8,9,68,3.3,34,49,37,Yes
U122080,47,Female,India,12,Premium,15.99,PayPal,Tablet,2,Thriller,17,14,5,80,4.2,35,48,5,No
U122081,37,Male,UK,49,Premium,7.99,Debit Card,Laptop,1,Drama,135,15,7,76,3.8,0,72,32,No
U122082,35,Female,India,6,Premium,15.99,UPI,Mobile,3,Drama,223,2,11,92,3.7,37,59,40,No
U122083,21,Female,UK,3,Premium,12.99,Credit Card,Laptop,3,Sci-Fi,181,1,12,84,3.7,31,69,16,No
U122084,53,Female,Canada,30,Standard,12.99,UPI,Laptop,2,Drama,125,2,11,49,3.0,18,44,24,No
U122085,23,Other,Germany,24,Standard,7.99,Debit Card,Mobile,3,Drama,210,15,13,36,3.1,40,56,18,No
U122086,20,Other,India,55,Basic,12.99,Debit Card,Smart TV,3,Documentary,245,1,5,54,4.2,12,42,43,Yes
U122087,35,Male,Brazil,48,Basic,7.99,UPI,Mobile,2,Horror,38,19,12,65,1.9,9,53,35,Yes
U122088,64,Male,Canada,14,Basic,7.99,PayPal,Smart TV,1,Action,53,11,8,42,3.4,47,62,42,No
U122089,57,Female,USA,49,Standard,12.99,Credit Card,Mobile,2,Drama,185,11,8,62,1.7,25,6,0,No
U122090,35,Male,Canada,29,Basic,7.99,Debit Card,Tablet,2,Sci-Fi,229,11,11,82,2.0,23,89,23,Yes
U122091,40,Female,Japan,29,Standard,7.99,PayPal,Tablet,1,Drama,82,5,12,56,3.5,17,76,48,Yes
U122092,52,Female,Germany,10,Standard,12.99,Debit Card,Mobile,3,Documentary,237,19,1,82,3.0,43,0,31,No
U122093,23,Female,India,42,Basic,12.99,Debit Card,Tablet,3,Action,247,8,14,70,2.0,41,1,25,No
U122094,43,Other,France,41,Premium,12.99,PayPal,Mobile,3,Romance,104,15,12,76,2.3,18,80,23,No
U122095,38,Male,Brazil,39,Basic,7.99,Credit Card,Tablet,3,Horror,247,7,14,74,2.6,32,40,0,No
U122096,41,Other,India,33,Premium,12.99,PayPal,Mobile,2,Documentary,75,1,13,30,2.5,22,98,10,No
U122097,32,Female,Spain,8,Premium,15.99,UPI,Tablet,3,Romance,108,8,9,43,3.1,44,63,33,No
U122098,44,Female,India,42,Standard,15.99,Debit Card,Laptop,3,Horror,76,3,8,97,2.5,8,22,4,No
U122099,49,Other,Spain,13,Standard,12.99,UPI,Tablet,2,Romance,133,5,7,45,2.0,10,51,37,No
U122100,29,Male,UK,42,Standard,15.99,UPI,Smart TV,1,Thriller,38,1,14,66,3.5,7,36,32,No
U122101,22,Other,Spain,56,Premium,7.99,Credit Card,Mobile,2,Romance,293,13,6,53,1.2,25,19,39,No
U122102,24,Other,Canada,28,Basic,12.99,PayPal,Mobile,3,Horror,271,4,9,46,1.2,36,82,5,No
U122103,39,Male,Germany,48,Standard,7.99,Debit Card,Smart TV,1,Thriller,31,11,13,82,1.1,49,96,27,No
U122104,44,Female,UK,11,Standard,7.99,Debit Card,Smart TV,3,Comedy,146,7,7,78,1.3,30,79,58,No
U122105,32,Male,Canada,17,Standard,7.99,Credit Card,Tablet,3,Romance,140,9,12,96,3.2,13,33,20,No
U122106,56,Male,Brazil,16,Premium,7.99,Credit Card,Laptop,3,Comedy,140,14,1,71,1.3,2,10,57,No
U122107,62,Other,France,24,Standard,7.99,PayPal,Tablet,3,Horror,141,15,1,34,1.2,30,85,36,No
U122108,52,Female,India,33,Premium,7.99,Debit Card,Mobile,2,Comedy,20,12,4,80,2.0,34,68,50,No
U122109,43,Female,Brazil,58,Standard,15.99,PayPal,Smart TV,1,Romance,299,5,0,61,2.5,2,57,12,No
U122110,40,Female,India,49,Standard,15.99,Debit Card,Smart TV,3,Action,73,14,3,48,1.8,36,14,32,Yes
U122111,30,Other,UK,42,Basic,7.99,UPI,Smart TV,1,Thriller,162,19,4,52,4.2,42,16,37,No
U122112,43,Other,USA,13,Basic,12.99,Debit Card,Mobile,2,Comedy,208,19,13,43,3.6,11,88,31,No
U122113,20,Male,France,2,Basic,7.99,Credit Card,Mobile,2,Romance,275,9,1,38,4.0,7,92,49,No
U122114,46,Male,Spain,57,Standard,12.99,Debit Card,Mobile,2,Thriller,90,2,2,69,1.2,15,39,0,No
U122115,19,Other,Canada,50,Basic,7.99,Credit Card,Smart TV,1,Romance,277,1,7,60,1.8,14,4,20,No
U122116,45,Male,Japan,26,Premium,7.99,Debit Card,Tablet,3,Comedy,144,10,6,60,2.1,25,77,25,No
U122117,40,Other,Canada,29,Standard,7.99,Debit Card,Mobile,2,Comedy,239,18,7,52,2.8,49,94,5,No
U122118,53,Male,Spain,12,Standard,7.99,UPI,Mobile,2,Horror,101,10,13,74,1.9,31,88,18,No
U122119,23,Female,France,3,Premium,15.99,PayPal,Tablet,1,Thriller,80,7,5,52,1.9,22,78,1,Yes
U122120,28,Other,Australia,18,Standard,15.99,UPI,Tablet,3,Documentary,159,18,4,66,4.2,7,93,2,Yes
U122121,55,Male,Germany,54,Basic,7.99,Debit Card,Mobile,1,Thriller,131,10,7,33,2.3,32,92,37,Yes
U122122,51,Other,UK,59,Basic,15.99,UPI,Laptop,2,Drama,84,9,3,46,2.2,39,96,44,Yes
U122123,34,Other,Japan,40,Standard,7.99,PayPal,Mobile,1,Action,165,1,8,99,3.9,24,70,2,Yes
U122124,20,Male,UK,50,Basic,7.99,PayPal,Smart TV,2,Romance,170,2,6,80,4.8,10,16,21,No
U122125,61,Male,Japan,30,Basic,12.99,Credit Card,Tablet,2,Documentary,45,16,10,36,4.5,25,96,23,No
U122126,63,Other,India,39,Basic,7.99,Debit Card,Tablet,2,Documentary,297,13,2,78,3.4,24,94,41,No
U122127,51,Other,Australia,42,Standard,15.99,PayPal,Laptop,1,Drama,31,12,0,84,1.6,30,38,8,Yes
U122128,39,Male,France,35,Standard,7.99,Debit Card,Smart TV,1,Drama,147,16,12,95,1.8,5,71,10,No
U122129,46,Female,Japan,49,Premium,12.99,UPI,Tablet,3,Drama,72,9,9,39,1.6,39,6,11,No
U122130,46,Female,Germany,9,Standard,7.99,Credit Card,Tablet,1,Documentary,153,12,6,35,1.1,42,15,25,No
U122131,22,Female,Canada,46,Standard,7.99,Credit Card,Tablet,2,Romance,179,6,13,65,4.8,23,86,3,No
U122132,27,Other,India,9,Standard,15.99,UPI,Smart TV,2,Sci-Fi,36,17,10,31,3.6,27,26,41,Yes
U122133,27,Female,USA,42,Basic,7.99,Debit Card,Laptop,1,Documentary,69,9,10,55,1.9,43,46,44,No
U122134,26,Other,Canada,55,Premium,15.99,Credit Card,Laptop,2,Action,236,11,11,85,1.3,14,16,43,No
U122135,38,Male,Australia,41,Standard,15.99,PayPal,Laptop,2,Thriller,259,14,5,76,4.4,8,39,12,No
U122136,30,Female,Spain,50,Standard,15.99,Credit Card,Mobile,1,Documentary,238,16,4,32,2.9,9,32,46,No
U122137,27,Male,Japan,49,Standard,7.99,Credit Card,Mobile,2,Thriller,26,2,6,36,1.7,17,11,31,No
U122138,55,Female,USA,20,Basic,12.99,PayPal,Laptop,3,Documentary,56,9,7,53,2.5,44,99,58,Yes
U122139,28,Female,India,48,Basic,7.99,Credit Card,Smart TV,2,Comedy,196,8,8,35,5.0,40,50,11,Yes
U122140,21,Male,UK,17,Standard,12.99,Credit Card,Smart TV,1,Drama,95,11,0,98,4.9,26,82,48,No
U122141,63,Male,Australia,48,Basic,7.99,PayPal,Mobile,3,Thriller,296,18,10,38,4.3,27,15,4,Yes
U122142,48,Other,Japan,12,Basic,7.99,UPI,Tablet,3,Drama,43,18,12,74,3.9,7,75,56,Yes
U122143,51,Male,UK,2,Basic,7.99,Debit Card,Laptop,2,Action,265,8,0,97,4.3,39,94,3,Yes
U122144,59,Other,Canada,31,Premium,12.99,PayPal,Laptop,3,Action,67,12,1,50,4.2,44,27,37,No
U122145,52,Other,Australia,15,Basic,15.99,PayPal,Mobile,3,Documentary,114,9,7,30,4.6,9,80,19,No
U122146,56,Male,UK,56,Basic,15.99,PayPal,Tablet,2,Comedy,208,8,1,61,1.7,32,49,0,Yes
U122147,56,Female,France,7,Basic,15.99,Debit Card,Tablet,2,Romance,60,1,9,89,5.0,32,81,5,No
U122148,50,Female,USA,34,Basic,15.99,PayPal,Mobile,3,Romance,12,17,8,97,4.6,26,88,2,Yes
U122149,25,Female,Brazil,40,Premium,7.99,UPI,Smart TV,2,Drama,141,12,8,97,4.8,46,93,47,Yes
U122150,49,Male,Germany,53,Basic,7.99,Credit Card,Mobile,2,Romance,286,15,11,74,3.2,8,81,1,No
U122151,50,Female,Canada,48,Standard,12.99,UPI,Laptop,3,Thriller,208,4,6,39,3.1,35,82,17,No
U122152,25,Other,Australia,21,Basic,7.99,Credit Card,Smart TV,1,Drama,27,11,6,75,4.9,5,54,3,No
U122153,63,Male,Australia,52,Standard,7.99,PayPal,Tablet,2,Comedy,37,4,0,32,1.6,49,0,22,Yes
U122154,31,Other,Brazil,13,Standard,12.99,UPI,Smart TV,1,Action,70,18,0,59,5.0,36,42,11,Yes
U122155,51,Female,USA,49,Premium,15.99,UPI,Smart TV,2,Sci-Fi,214,6,13,81,3.7,8,64,10,No
U122156,25,Female,Spain,51,Standard,7.99,Credit Card,Smart TV,1,Documentary,230,7,8,32,1.1,32,46,33,No
U122157,59,Female,France,42,Standard,7.99,Debit Card,Smart TV,2,Thriller,76,2,9,74,2.9,44,81,33,No
U122158,24,Other,UK,2,Premium,15.99,Debit Card,Mobile,2,Thriller,159,10,11,53,1.2,40,58,8,No
U122159,30,Female,Australia,8,Standard,15.99,UPI,Laptop,2,Thriller,241,5,6,88,2.4,1,59,28,No
U122160,38,Other,Spain,20,Standard,12.99,UPI,Smart TV,3,Documentary,267,10,5,60,5.0,46,25,47,No
U122161,64,Male,UK,19,Premium,15.99,PayPal,Tablet,3,Comedy,95,6,9,50,1.9,28,29,9,Yes
U122162,49,Male,Australia,25,Premium,12.99,Debit Card,Tablet,2,Comedy,140,1,2,84,1.3,49,11,54,Yes
U122163,28,Male,Germany,49,Premium,7.99,PayPal,Tablet,3,Action,108,12,11,65,3.5,17,59,4,Yes
U122164,31,Female,Germany,30,Basic,15.99,Debit Card,Laptop,2,Romance,119,2,4,86,1.3,10,43,31,No
U122165,28,Other,Australia,20,Basic,15.99,UPI,Tablet,3,Thriller,12,18,0,55,2.6,4,88,17,No
U122166,19,Female,UK,31,Standard,12.99,Credit Card,Laptop,3,Thriller,74,6,6,78,4.0,19,39,22,No
U122167,51,Male,Canada,50,Premium,7.99,UPI,Tablet,2,Sci-Fi,112,7,6,97,2.3,3,26,11,No
U122168,61,Male,USA,17,Standard,15.99,PayPal,Tablet,3,Documentary,221,8,1,93,3.8,24,19,15,No
U122169,64,Female,Japan,23,Premium,15.99,UPI,Mobile,1,Thriller,164,13,4,58,2.8,16,24,40,No
U122170,34,Female,UK,49,Standard,7.99,Debit Card,Tablet,2,Romance,191,17,2,96,1.1,22,72,53,No
U122171,31,Female,Australia,37,Basic,7.99,Credit Card,Tablet,2,Comedy,41,18,9,79,1.6,37,80,47,No
U122172,42,Other,USA,3,Premium,7.99,PayPal,Tablet,2,Sci-Fi,180,2,2,82,3.6,11,13,45,No
U122173,44,Female,USA,51,Basic,12.99,Credit Card,Tablet,3,Sci-Fi,299,1,2,74,2.8,21,30,8,Yes
U122174,25,Male,France,22,Premium,12.99,Debit Card,Tablet,1,Sci-Fi,63,1,5,64,2.3,2,56,29,Yes
U122175,34,Male,France,11,Premium,12.99,PayPal,Mobile,1,Documentary,241,18,4,94,4.2,31,95,38,No
U122176,22,Other,Brazil,3,Standard,15.99,PayPal,Smart TV,3,Horror,267,6,0,74,3.4,14,11,40,No
U122177,29,Female,USA,45,Premium,7.99,Credit Card,Tablet,1,Sci-Fi,214,8,14,58,2.4,12,88,12,No
U122178,55,Other,UK,59,Premium,7.99,PayPal,Smart TV,2,Action,237,14,7,30,2.5,42,17,2,No
U122179,35,Female,Canada,56,Basic,7.99,PayPal,Laptop,2,Drama,272,18,12,90,1.0,46,98,2,Yes
U122180,43,Male,Japan,49,Standard,15.99,UPI,Mobile,2,Horror,11,14,12,41,3.7,35,78,12,No
U122181,48,Female,Australia,40,Standard,15.99,Credit Card,Mobile,3,Comedy,270,3,10,31,3.3,31,77,43,No
U122182,54,Female,Canada,55,Basic,7.99,Debit Card,Tablet,1,Horror,186,4,9,70,1.7,9,83,28,No
U122183,23,Male,Spain,27,Standard,12.99,UPI,Laptop,2,Horror,89,5,14,78,4.6,10,56,53,Yes
U122184,58,Male,Brazil,1,Premium,15.99,Debit Card,Smart TV,3,Drama,193,19,0,57,2.3,28,60,18,No
